GeneID	BRO_1_ANAMMOX	BRO_2_ANAMMOX	BRO_1_SP_ELECTRODE	BRO_2_SP_ELECTRODE
PROKKA_34528	1819	2742	861	1402
PROKKA_34529	2141	3543	1493	1869
PROKKA_34530	52	99	26	45
PROKKA_34531	173	289	70	169
PROKKA_34532	100	132	26	44
PROKKA_34533	152	190	40	53
PROKKA_34534	407	725	163	242
PROKKA_34535	63	127	17	47
PROKKA_34536	117	231	35	47
PROKKA_34537	474	723	42	34
PROKKA_34538	1334	2721	294	209
PROKKA_34539	1089	1838	111	110
PROKKA_34540	832	1607	249	308
PROKKA_34541	1290	2582	515	515
PROKKA_34542	90	92	9	47
PROKKA_34543	292	561	47	75
PROKKA_34544	4530	8254	3311	2673
PROKKA_34545	1160	2171	617	593
PROKKA_34546	1916	2715	701	1372
PROKKA_34547	4590	9290	2759	5998
PROKKA_34548	2278	3819	747	1305
PROKKA_34549	100	188	91	100
PROKKA_34550	410	635	46	96
PROKKA_34551	70	10	0	31
PROKKA_34552	64	20	17	59
PROKKA_34553	847	1496	242	458
PROKKA_34554	89	158	14	31
PROKKA_34555	178	313	40	98
PROKKA_34556	4285	8224	2566	3534
PROKKA_34557	80	53	27	51
PROKKA_34558	238	380	174	556
PROKKA_34559	135	233	63	107
PROKKA_34560	71	108	38	47
PROKKA_34561	56	82	19	29
PROKKA_34562	199	367	46	82
PROKKA_34563	96	167	24	40
PROKKA_34564	291	599	49	179
PROKKA_34565	284	461	75	171
PROKKA_34566	126	277	138	170
PROKKA_34567	48	84	20	24
PROKKA_34568	27	59	5	7
PROKKA_34569	166	313	34	55
PROKKA_34570	172	279	89	107
PROKKA_34571	264	423	115	124
PROKKA_34572	160	172	44	59
PROKKA_34573	21	27	6	14
PROKKA_34574	15	40	9	11
PROKKA_34575	11	17	6	7
PROKKA_34576	73	46	14	26
PROKKA_34578	93	171	23	50
PROKKA_34579	134	166	56	63
PROKKA_34580	175	315	32	32
PROKKA_34581	254	422	43	70
PROKKA_34582	69	168	30	62
PROKKA_34583	115	203	42	52
PROKKA_34584	42	68	12	17
PROKKA_34585	98	159	21	59
PROKKA_34586	231	376	61	154
PROKKA_34587	219	426	100	101
PROKKA_34588	339	555	122	217
PROKKA_34589	59	89	26	28
PROKKA_34591	335	478	35	38
PROKKA_34592	32	64	3	17
PROKKA_34593	13	36	4	14
PROKKA_34594	328	569	47	115
PROKKA_34595	313	550	23	70
PROKKA_34596	130	219	24	49
PROKKA_34597	106	155	27	35
PROKKA_34598	4357	6558	1432	1710
PROKKA_34599	72	91	15	20
PROKKA_34600	167	237	25	53
PROKKA_34601	3452	5572	1346	2928
PROKKA_34602	5690	11104	1739	1134
PROKKA_34603	68	81	11	60
PROKKA_34604	184	146	51	141
PROKKA_36878	165	257	68	131
PROKKA_36879	39	70	11	10
PROKKA_36880	143	274	24	53
PROKKA_36881	77	134	12	32
PROKKA_36882	25	10	3	6
PROKKA_36883	13	12	7	19
PROKKA_36884	119	248	59	151
PROKKA_36885	578	983	175	344
PROKKA_36886	143	238	53	80
PROKKA_36887	219	316	35	47
PROKKA_36888	59	92	8	16
PROKKA_36889	56	65	21	21
PROKKA_36890	585	1258	145	120
PROKKA_36891	101	202	80	84
PROKKA_36892	1050	1875	951	1208
PROKKA_36893	47	61	12	21
PROKKA_36894	29	34	14	19
PROKKA_36895	27	81	25	30
PROKKA_36896	50	69	21	43
PROKKA_36897	24	24	13	13
PROKKA_36898	25	10	2	15
PROKKA_36899	110	137	55	109
PROKKA_36900	270	420	97	184
PROKKA_36901	93	150	30	56
PROKKA_36902	161	255	56	87
PROKKA_36903	56	69	9	41
PROKKA_36904	44	54	9	25
PROKKA_36905	55	113	21	33
PROKKA_36906	448	968	240	186
PROKKA_36907	25	44	14	25
PROKKA_36908	478	823	206	272
PROKKA_36909	272	472	35	45
PROKKA_36910	1314	2510	204	286
PROKKA_36911	89	132	21	35
PROKKA_36912	6	28	5	5
PROKKA_36913	270	610	158	123
PROKKA_36914	18	16	2	8
PROKKA_36915	62	86	21	28
PROKKA_36916	77	145	43	41
PROKKA_36917	317	427	162	345
PROKKA_36918	342	489	277	579
PROKKA_36919	325	491	273	615
PROKKA_36920	212	276	75	94
PROKKA_36921	1010	1619	662	846
PROKKA_36922	1263	2171	459	457
PROKKA_36923	354	585	114	140
PROKKA_36925	52	39	17	67
PROKKA_36926	106	209	74	78
PROKKA_36927	119	184	5	14
PROKKA_36928	307	552	90	125
PROKKA_36929	336	546	96	133
PROKKA_36930	266	442	139	214
PROKKA_36931	69	121	11	20
PROKKA_36932	353	642	112	122
PROKKA_36933	146	222	37	61
PROKKA_36934	170	325	52	142
PROKKA_36935	398	575	26	87
PROKKA_36936	1185	2275	241	209
PROKKA_36937	397	670	83	100
PROKKA_36938	796	1551	239	212
PROKKA_36939	1318	2470	701	577
PROKKA_36940	3771	8303	1657	1188
PROKKA_36941	1483	2703	401	466
PROKKA_36942	645	1050	240	260
PROKKA_36943	5091	9209	3680	2474
PROKKA_36944	1085	1761	689	788
PROKKA_36945	201	452	301	295
PROKKA_36946	625	1008	118	283
PROKKA_36947	272	508	46	52
PROKKA_36948	324	583	93	102
PROKKA_36949	324	586	65	103
PROKKA_36950	1422	2568	322	542
PROKKA_36951	1288	2215	227	305
PROKKA_36952	38	59	16	39
PROKKA_36953	199	288	89	128
PROKKA_36954	80	121	23	23
PROKKA_36955	277	506	99	158
PROKKA_36956	809	1327	1080	2209
PROKKA_36957	1146	2545	677	572
PROKKA_36958	280	475	94	139
PROKKA_36959	351	668	48	62
PROKKA_36960	61	113	28	43
PROKKA_36961	68	130	35	71
PROKKA_36962	14	21	11	17
PROKKA_36963	157	231	65	99
PROKKA_36964	36	37	13	25
PROKKA_36965	18	40	6	19
PROKKA_36966	62	92	7	18
PROKKA_36968	197	325	53	64
PROKKA_36969	558	1061	161	161
PROKKA_36970	393	642	117	183
PROKKA_36971	198	372	50	108
PROKKA_36972	2412	5024	1127	1137
PROKKA_36973	188	254	53	156
PROKKA_36974	1460	2882	1268	1146
PROKKA_36975	356	631	137	211
PROKKA_36976	553	1009	157	315
PROKKA_36977	308	566	98	125
PROKKA_36978	497	779	103	143
PROKKA_36979	230	409	39	73
PROKKA_36980	34	56	15	13
PROKKA_36981	290	451	116	106
PROKKA_36982	87	159	29	42
PROKKA_36983	33	58	3	25
PROKKA_36984	42	65	10	38
PROKKA_36985	27	38	12	19
PROKKA_36986	106	177	56	74
PROKKA_39871	16	9	1	12
PROKKA_39872	37	82	24	61
PROKKA_39874	50	85	9	48
PROKKA_39875	59	66	36	59
PROKKA_39876	151	220	12	36
PROKKA_39877	246	452	26	49
PROKKA_39878	191	342	8	15
PROKKA_39879	268	417	15	31
PROKKA_39880	242	427	8	33
PROKKA_39881	498	838	223	411
PROKKA_39882	711	1192	161	205
PROKKA_39883	160	209	20	60
PROKKA_39884	405	612	73	185
PROKKA_39885	99	202	79	87
PROKKA_39886	76	138	27	60
PROKKA_39887	534	832	104	248
PROKKA_39888	712	1259	571	924
PROKKA_39889	425	592	647	1366
PROKKA_39890	44	55	7	20
PROKKA_39891	73	168	25	34
PROKKA_39892	45	52	8	24
PROKKA_39893	77	52	11	17
PROKKA_39894	1585	2909	249	278
PROKKA_39895	228	337	25	36
PROKKA_39896	197	321	15	56
PROKKA_39897	93	181	10	16
PROKKA_39898	145	243	16	37
PROKKA_39899	58	65	18	30
PROKKA_39900	31	35	8	22
PROKKA_39901	92	151	31	59
PROKKA_39902	215	370	83	188
PROKKA_39903	255	493	128	198
PROKKA_39904	606	1123	244	357
PROKKA_39905	144	208	67	107
PROKKA_39906	212	389	47	100
PROKKA_39907	132	249	51	73
PROKKA_39908	380	743	120	241
PROKKA_39909	177	335	18	62
PROKKA_39910	190	396	36	45
PROKKA_39911	68	118	22	21
PROKKA_39912	146	247	79	123
PROKKA_39913	42	56	7	6
PROKKA_39914	313	591	82	125
PROKKA_39915	260	519	191	164
PROKKA_39916	291	523	155	128
PROKKA_39917	458	913	427	495
PROKKA_39918	379	538	538	720
PROKKA_39919	21	4	2	23
PROKKA_39920	126	228	23	40
PROKKA_39921	190	269	71	102
PROKKA_39922	70	140	12	24
PROKKA_39923	155	256	14	32
PROKKA_39924	273	460	53	125
PROKKA_39925	381	573	132	219
PROKKA_39926	368	674	343	571
PROKKA_39927	542	884	191	441
PROKKA_39928	1221	1899	224	471
PROKKA_39929	146	211	61	127
PROKKA_39930	223	348	128	172
PROKKA_39931	72	108	24	35
PROKKA_39932	78	111	9	29
PROKKA_39933	187	285	66	129
PROKKA_39934	10	15	3	6
PROKKA_39935	22	28	6	19
PROKKA_39936	870	1505	243	222
PROKKA_39937	9355	17494	1156	1392
PROKKA_39938	8468	19132	1321	1164
PROKKA_39939	805	1586	41	82
PROKKA_39940	108	181	55	93
PROKKA_39941	23	40	2	5
PROKKA_39942	71	71	14	49
PROKKA_39943	43	62	17	45
PROKKA_39944	63	48	24	56
PROKKA_39945	40	83	35	36
PROKKA_39946	32	59	15	69
PROKKA_39947	432	654	212	273
PROKKA_39948	9	18	3	7
PROKKA_39949	108	179	78	87
PROKKA_39950	1700	3616	1273	1179
PROKKA_39951	182	204	56	196
PROKKA_39952	94	121	66	109
PROKKA_39953	215	353	203	250
PROKKA_39954	331	565	207	382
PROKKA_39955	322	504	237	587
PROKKA_39956	581	1017	911	1204
PROKKA_39957	1560	2529	6967	11756
PROKKA_39958	655	1071	582	2457
PROKKA_39959	4574	8135	10544	11980
PROKKA_39960	632	1101	754	925
PROKKA_39961	64	93	83	125
PROKKA_39962	192	299	29	54
PROKKA_39963	299	445	78	139
PROKKA_39964	216	366	75	114
PROKKA_39965	1485	2535	1089	969
PROKKA_39966	521	918	325	741
PROKKA_39967	9	5	6	10
PROKKA_39968	528	980	58	112
PROKKA_39969	92	151	21	28
PROKKA_39971	124	186	58	78
PROKKA_39972	2289	3734	1101	980
PROKKA_39973	515	938	241	361
PROKKA_39974	78	160	26	36
PROKKA_39975	80	145	18	42
PROKKA_39976	200	414	63	120
PROKKA_39977	789	1355	291	339
PROKKA_39978	156	333	43	59
PROKKA_39979	199	324	105	81
PROKKA_39980	225	350	158	302
PROKKA_39981	41	21	11	30
PROKKA_39982	12	21	2	5
PROKKA_39983	70	86	22	27
PROKKA_39984	642	996	151	199
PROKKA_39985	268	509	160	130
PROKKA_43087	128	277	106	101
PROKKA_43089	63	122	20	24
PROKKA_43090	522	849	49	91
PROKKA_43091	42	61	26	28
PROKKA_43092	435	803	214	241
PROKKA_43093	11	13	8	5
PROKKA_43094	23	55	23	22
PROKKA_43095	86	116	48	77
PROKKA_43097	3552	5413	2081	5802
PROKKA_43098	6387	10357	4895	6853
PROKKA_43099	1094	1685	524	747
PROKKA_43100	1855	3911	326	937
PROKKA_43101	784	1550	136	217
PROKKA_43102	652	1211	145	258
PROKKA_43103	587	1040	254	383
PROKKA_43104	7	2	1	1
PROKKA_43107	39	79	15	20
PROKKA_43108	64	70	19	48
PROKKA_43109	403	819	188	122
PROKKA_43110	42	122	26	23
PROKKA_43111	624	1102	38	49
PROKKA_43112	58	65	3	7
PROKKA_43113	93	128	3	15
PROKKA_43114	151	184	37	31
PROKKA_43115	608	1361	275	153
PROKKA_43116	137	301	59	101
PROKKA_43117	16	19	2	9
PROKKA_43118	20	56	6	15
PROKKA_43119	88	173	47	74
PROKKA_43120	37	75	9	7
PROKKA_43121	859	1490	265	249
PROKKA_43122	454	1034	126	96
PROKKA_43123	63	142	16	23
PROKKA_43124	24	34	10	13
PROKKA_43125	265	440	114	129
PROKKA_43126	486	882	231	228
PROKKA_43127	64	95	13	38
PROKKA_43128	2275	4311	1328	952
PROKKA_43129	2986	5634	2592	2483
PROKKA_43130	1184	2661	357	357
PROKKA_43131	910	1792	329	286
PROKKA_43132	991	2007	548	578
PROKKA_43133	13	9	1	4
PROKKA_43134	341	611	119	113
PROKKA_43135	2329	4483	1085	967
PROKKA_43136	557	1012	197	160
PROKKA_43137	1025	2478	507	466
PROKKA_43138	181	376	53	54
PROKKA_43139	837	2066	367	206
PROKKA_43140	654	1227	185	144
PROKKA_43141	2927	5776	1808	1283
PROKKA_43142	231	405	41	31
PROKKA_43143	3419	6526	964	674
PROKKA_43144	35	53	31	28
PROKKA_43145	12	23	9	44
PROKKA_43146	130	177	164	189
PROKKA_43147	113	228	34	59
PROKKA_43148	296	530	64	102
PROKKA_43149	70	121	37	67
PROKKA_43150	301	522	137	220
PROKKA_43151	53	79	24	48
PROKKA_43152	87	147	36	73
PROKKA_43153	701	1252	386	1062
PROKKA_43154	195	267	85	128
PROKKA_43155	19	31	18	35
PROKKA_43156	10	12	4	4
PROKKA_43157	329	552	84	96
PROKKA_43158	206	328	62	79
PROKKA_43159	2424	3539	7491	12543
PROKKA_43160	277	482	396	535
PROKKA_43161	358	695	165	287
PROKKA_43162	100	138	55	93
PROKKA_43163	725	1240	223	224
PROKKA_43164	70	94	19	29
PROKKA_43165	78	131	31	39
PROKKA_43166	629	1057	270	274
PROKKA_43167	373	600	124	182
PROKKA_43168	266	494	110	213
PROKKA_43169	689	1112	215	386
PROKKA_43170	40	78	10	19
PROKKA_43171	207	337	63	84
PROKKA_43172	68	103	19	15
PROKKA_43173	704	1235	194	212
PROKKA_43174	2168	3860	949	1165
PROKKA_43175	32	65	23	26
PROKKA_44203	313	288	50	76
PROKKA_44204	172	220	26	66
PROKKA_44205	497	920	211	296
PROKKA_44206	1117	1791	244	609
PROKKA_44207	26162	46075	49078	58265
PROKKA_44208	4609	7968	6031	4895
PROKKA_44209	8388	15417	4529	3600
PROKKA_44210	946	1604	434	550
PROKKA_44212	27	42	21	30
PROKKA_44213	31	38	23	36
PROKKA_44214	77	93	17	32
PROKKA_44215	154	335	63	92
PROKKA_44216	169	226	43	100
PROKKA_44217	201	326	74	119
PROKKA_44219	684	1332	117	154
PROKKA_44220	47	93	9	11
PROKKA_44221	27	59	13	11
PROKKA_44222	252	502	155	144
PROKKA_44223	64	128	13	27
PROKKA_44224	251	379	49	50
PROKKA_44225	616	1220	164	245
PROKKA_44226	217	394	67	145
PROKKA_44227	61	85	13	28
PROKKA_44228	294	522	158	133
PROKKA_44229	204	430	263	233
PROKKA_44230	112	208	125	238
PROKKA_44231	313	553	271	404
PROKKA_44232	29	29	36470	21120
PROKKA_44233	16	22	10574	5054
PROKKA_44234	11008	20434	37435	28389
PROKKA_44235	310	563	745	617
PROKKA_44236	150	278	148	95
PROKKA_44237	115	84	42	93
PROKKA_44238	91	83	27	34
PROKKA_44239	1119	2162	923	864
PROKKA_44240	23	17	7	7
PROKKA_44241	244	449	182	325
PROKKA_44242	38	59	25	28
PROKKA_44243	190	331	204	225
PROKKA_44244	52	8	7	32
PROKKA_44245	27	11	7	32
PROKKA_44246	156	230	197	322
PROKKA_44247	166	261	112	141
PROKKA_44248	45	117	39	41
PROKKA_44249	46	46	6	17
PROKKA_44250	65	105	13	28
PROKKA_44251	253	568	72	41
PROKKA_44252	135	202	48	44
PROKKA_44253	29	38	13	13
PROKKA_44254	474	879	295	302
PROKKA_44255	86	157	34	68
PROKKA_44256	394	684	118	187
PROKKA_44257	24	14	6	24
PROKKA_44258	39	91	28	41
PROKKA_44259	12	28	5	13
PROKKA_44260	133	250	46	59
PROKKA_44261	276	534	119	76
PROKKA_44262	248	486	95	129
PROKKA_44263	202	351	66	123
PROKKA_44264	16	31	7	17
PROKKA_44265	40	51	13	12
PROKKA_44266	396	624	74	115
PROKKA_44267	211	342	62	65
PROKKA_44269	605	1138	152	281
PROKKA_44270	79	129	6	29
PROKKA_44271	1565	2959	933	1810
PROKKA_44272	278	476	35	54
PROKKA_44273	155	272	31	82
PROKKA_44274	23	55	6	21
PROKKA_44275	119	174	32	48
PROKKA_44276	121	146	16	43
PROKKA_44277	182	335	24	56
PROKKA_44278	257	493	54	119
PROKKA_44279	60	69	3	8
PROKKA_44280	147	251	16	47
PROKKA_44281	12	10	0	4
PROKKA_44282	726	1304	66	153
PROKKA_44283	351	535	34	66
PROKKA_44284	719	1207	353	562
PROKKA_44285	1479	2632	615	1329
PROKKA_44286	118	225	33	50
PROKKA_44287	2990	5044	1080	925
PROKKA_44288	322	493	33	50
PROKKA_44289	175	335	67	58
PROKKA_44290	30	85	8	11
PROKKA_44291	57	90	12	12
PROKKA_44292	108	148	28	36
PROKKA_44293	62	76	23	27
PROKKA_44294	65	131	32	74
PROKKA_44295	69	67	18	63
PROKKA_44296	35	54	18	84
PROKKA_44297	332	544	110	163
PROKKA_44298	71	91	32	37
PROKKA_44299	169	268	58	69
PROKKA_45073	58	117	29	45
PROKKA_45074	9	24	10	13
PROKKA_45075	142	204	72	118
PROKKA_45076	147	316	62	85
PROKKA_45077	183	230	67	99
PROKKA_45078	83	122	20	35
PROKKA_45079	324	459	62	180
PROKKA_45080	586	890	163	267
PROKKA_45081	943	1706	1077	1169
PROKKA_45082	150	263	69	84
PROKKA_45083	106	138	43	40
PROKKA_45084	89	140	23	40
PROKKA_45085	467	899	290	238
PROKKA_45086	84	118	29	46
PROKKA_45087	102	163	41	63
PROKKA_45088	149	242	46	87
PROKKA_45089	119	172	17	62
PROKKA_45090	178	241	93	224
PROKKA_45091	238	369	48	89
PROKKA_45092	211	281	53	112
PROKKA_45093	795	1589	383	479
PROKKA_45095	9	15	2	13
PROKKA_45096	47	78	32	37
PROKKA_45097	56	75	28	38
PROKKA_45098	98	191	131	221
PROKKA_45099	99	170	16	26
PROKKA_45100	158	276	28	30
PROKKA_45101	123	237	62	98
PROKKA_45102	34	92	18	14
PROKKA_45103	57	102	12	32
PROKKA_45104	167	256	35	56
PROKKA_45105	117	186	21	47
PROKKA_45106	282	478	66	76
PROKKA_45107	33	49	9	19
PROKKA_45108	159	238	78	109
PROKKA_45109	156	294	58	136
PROKKA_45110	60	119	11	41
PROKKA_45111	60	98	21	43
PROKKA_45112	513	988	215	200
PROKKA_45113	21	34	12	30
PROKKA_45114	39	41	9	19
PROKKA_45115	47	60	26	33
PROKKA_45116	23	24	15	26
PROKKA_45117	4	18	6	11
PROKKA_45118	77	118	57	160
PROKKA_45119	41	70	37	53
PROKKA_45120	38	93	25	59
PROKKA_45121	48	82	59	270
PROKKA_45122	28	35	51	54
PROKKA_45123	46	101	29	54
PROKKA_45124	12	10	4	10
PROKKA_45125	10	29	9	13
PROKKA_45126	73	120	24	38
PROKKA_45127	45	101	24	28
PROKKA_45128	37	65	10	13
PROKKA_45129	28	46	2	5
PROKKA_45130	37	76	16	18
PROKKA_45131	151	239	97	128
PROKKA_45132	151	212	215	559
PROKKA_45133	73	130	18	31
PROKKA_45134	155	208	48	79
PROKKA_45135	204	336	49	106
PROKKA_45136	743	1304	137	146
PROKKA_45137	192	273	14	43
PROKKA_45138	264	417	219	426
PROKKA_45139	502	887	365	562
PROKKA_45140	1136	1929	399	539
PROKKA_45141	2068	3900	608	827
PROKKA_45142	17	53	4	4
PROKKA_45143	52	86	4	24
PROKKA_45144	779	1463	460	404
PROKKA_45145	51	79	7	15
PROKKA_45146	601	1090	102	171
PROKKA_45147	107	161	44	59
PROKKA_45148	147	207	39	64
PROKKA_45149	208	524	124	65
PROKKA_45150	338	507	32	44
PROKKA_45151	142	230	10	34
PROKKA_45152	187	300	30	53
PROKKA_45153	12	21	12	13
PROKKA_45154	181	276	151	170
PROKKA_45155	140	231	64	158
PROKKA_45156	92	158	27	48
PROKKA_45157	64	111	21	52
PROKKA_45158	30	55	8	36
PROKKA_45159	84	106	3	22
PROKKA_45160	507	901	58	73
PROKKA_45161	949	1683	110	132
PROKKA_48314	25	21	16	9
PROKKA_48315	932	1537	432	700
PROKKA_48316	71	91	8	21
PROKKA_48317	85	109	22	41
PROKKA_48318	146	288	115	135
PROKKA_48319	388	779	107	148
PROKKA_48320	2567	4015	746	1761
PROKKA_48321	406	627	59	164
PROKKA_48322	328	564	225	386
PROKKA_48323	69	113	23	64
PROKKA_48324	2232	3797	1801	1856
PROKKA_48325	498	886	475	706
PROKKA_48326	179	281	185	232
PROKKA_48327	224	388	263	366
PROKKA_48328	38	45	49	76
PROKKA_48329	793	1406	1977	2795
PROKKA_48330	155	249	477	2182
PROKKA_48331	192	370	132	179
PROKKA_48332	101	161	44	81
PROKKA_48333	189	322	102	165
PROKKA_48334	29	23	3	25
PROKKA_48335	61	87	43	78
PROKKA_48336	10	21	2	4
PROKKA_48337	644	1234	353	380
PROKKA_48338	18	10	4	11
PROKKA_48339	44	57	14	46
PROKKA_48340	149	271	110	219
PROKKA_48341	745	1248	260	195
PROKKA_48342	51	114	17	11
PROKKA_48343	199	385	57	68
PROKKA_48344	475	876	78	100
PROKKA_48345	2009	3858	321	321
PROKKA_48346	987	1612	99	135
PROKKA_48347	1658	3079	477	386
PROKKA_48348	203	350	4	25
PROKKA_48349	955	1676	132	167
PROKKA_48350	514	905	156	258
PROKKA_48351	527	900	105	110
PROKKA_48352	413	662	83	110
PROKKA_48353	87	160	37	56
PROKKA_48354	661	1373	368	362
PROKKA_48355	189	292	84	131
PROKKA_48356	74	104	19	43
PROKKA_48357	131	211	42	32
PROKKA_48358	107	156	31	78
PROKKA_48359	194	358	57	105
PROKKA_48360	278	439	52	163
PROKKA_48361	12	5	0	2
PROKKA_48362	1094	1979	497	372
PROKKA_48363	1973	3510	239	329
PROKKA_48364	502	837	79	136
PROKKA_48365	415	853	170	137
PROKKA_48366	477	989	124	129
PROKKA_48367	512	834	75	133
PROKKA_48368	414	845	157	171
PROKKA_48369	1717	3259	948	949
PROKKA_48370	371	568	223	293
PROKKA_48371	610	967	323	549
PROKKA_48372	184	292	33	136
PROKKA_48373	453	812	78	195
PROKKA_48375	240	398	57	128
PROKKA_48376	541	937	179	289
PROKKA_48377	90	178	21	23
PROKKA_48378	484	777	81	115
PROKKA_48379	313	590	157	176
PROKKA_48380	28	67	27	27
PROKKA_48381	670	1247	250	318
PROKKA_48382	42	52	14	31
PROKKA_48383	31	36	9	12
PROKKA_48384	598	1181	333	294
PROKKA_48386	49	108	15	24
PROKKA_48387	39	57	15	22
PROKKA_48388	30	35	15	28
PROKKA_48389	331	653	94	148
PROKKA_48390	78	105	23	34
PROKKA_48391	23	47	14	25
PROKKA_48392	38	51	18	29
PROKKA_48393	61	126	25	30
PROKKA_48394	230	433	75	83
PROKKA_49062	179	337	72	98
PROKKA_49063	206	284	37	59
PROKKA_49064	75	116	21	23
PROKKA_49065	181	400	56	55
PROKKA_49066	69	158	37	42
PROKKA_49067	103	177	23	111
PROKKA_49068	12407	20263	12162	20509
PROKKA_49069	960	1636	642	817
PROKKA_49070	896	1528	549	692
PROKKA_49071	61	94	57	90
PROKKA_49072	165	275	36	57
PROKKA_49073	131	185	23	49
PROKKA_49074	53	84	32	41
PROKKA_49075	327	653	66	94
PROKKA_49076	96	194	14	34
PROKKA_49077	165	237	26	35
PROKKA_49078	902	1415	377	498
PROKKA_49079	904	1447	621	907
PROKKA_49080	425	783	104	152
PROKKA_49081	21	37	7	21
PROKKA_49082	276	479	54	100
PROKKA_49083	176	237	17	56
PROKKA_49084	31	46	7	18
PROKKA_49085	105	169	38	56
PROKKA_49086	407	755	146	123
PROKKA_49087	289	423	88	99
PROKKA_49088	132	249	48	57
PROKKA_49089	719	1474	249	355
PROKKA_49090	285	531	99	186
PROKKA_49091	219	353	62	97
PROKKA_49092	193	327	43	86
PROKKA_49093	167	300	24	71
PROKKA_49094	171	262	21	63
PROKKA_49095	156	298	44	91
PROKKA_49096	1565	3163	793	678
PROKKA_49097	808	1431	307	338
PROKKA_49098	204	294	32	83
PROKKA_49099	278	441	108	183
PROKKA_49100	502	684	189	264
PROKKA_49101	37	71	9	12
PROKKA_49102	115	217	77	88
PROKKA_49103	158	237	22	73
PROKKA_49104	111	177	19	28
PROKKA_49105	239	470	33	28
PROKKA_49106	329	535	30	46
PROKKA_49107	270	383	84	123
PROKKA_49108	50	34	15	25
PROKKA_49109	906	1749	502	443
PROKKA_49110	207	400	99	102
PROKKA_49111	43	51	6	14
PROKKA_49112	78	126	16	25
PROKKA_49113	400	690	138	158
PROKKA_49114	1192	2276	269	370
PROKKA_49115	107	152	20	22
PROKKA_49116	226	407	82	92
PROKKA_49118	262	475	18	53
PROKKA_49119	323	551	34	82
PROKKA_49120	268	391	27	87
PROKKA_49121	104	202	31	58
PROKKA_49122	99	224	9	5
PROKKA_49123	36	72	5	4
PROKKA_49124	178	239	46	81
PROKKA_49125	167	286	82	171
PROKKA_49126	270	426	105	103
PROKKA_49127	87	176	35	68
PROKKA_49128	254	396	132	144
PROKKA_49129	218	323	242	426
PROKKA_49130	518	936	235	308
PROKKA_49131	115	179	12	43
PROKKA_49132	140	242	34	46
PROKKA_49133	44	69	3	21
PROKKA_49134	177	276	44	39
PROKKA_49135	281	466	119	114
PROKKA_49136	315	484	72	93
PROKKA_49137	627	1113	185	216
PROKKA_49138	75	113	27	28
PROKKA_49139	25	44	6	19
PROKKA_49140	50	67	19	43
PROKKA_49141	75	107	14	52
PROKKA_49142	637	1058	276	350
PROKKA_49143	244	389	79	84
PROKKA_49144	1683	2723	901	1057
PROKKA_49145	1354	2393	449	680
PROKKA_49146	158	260	36	70
PROKKA_49147	88	129	21	55
PROKKA_49148	80	139	27	59
PROKKA_49149	139	220	166	196
PROKKA_49150	15	18	21	16
PROKKA_50726	8	2	2	9
PROKKA_50727	22	14	1	6
PROKKA_50728	39	46	6	8
PROKKA_50729	226	366	76	110
PROKKA_50730	83	140	10	39
PROKKA_50731	42	69	8	17
PROKKA_50732	115	192	60	98
PROKKA_50733	187	355	48	77
PROKKA_50734	92	162	34	56
PROKKA_50735	114	255	56	73
PROKKA_50736	149	255	77	177
PROKKA_50737	150	232	69	133
PROKKA_50738	91	123	26	20
PROKKA_50739	217	361	32	28
PROKKA_50740	138	238	60	123
PROKKA_50741	49	91	15	34
PROKKA_50742	9	21	4	10
PROKKA_50743	26	31	5	5
PROKKA_50744	127	180	13	20
PROKKA_50745	254	474	98	141
PROKKA_50746	58	114	17	19
PROKKA_50747	285	421	114	170
PROKKA_50748	102	168	106	101
PROKKA_50749	37	52	63	159
PROKKA_50750	6	7	5	2
PROKKA_50751	35	66	29	22
PROKKA_50752	38	44	3	20
PROKKA_50753	77	119	14	48
PROKKA_50754	55	56	12	33
PROKKA_50755	51	74	20	20
PROKKA_50756	243	419	82	152
PROKKA_50757	99	165	12	21
PROKKA_50758	368	577	68	109
PROKKA_50759	404	721	82	90
PROKKA_50760	96	133	15	20
PROKKA_50761	81	142	33	54
PROKKA_50762	77	119	17	26
PROKKA_50763	1919	3490	699	932
PROKKA_50764	837	1534	156	173
PROKKA_50765	68	127	16	33
PROKKA_50766	183	326	42	45
PROKKA_50767	115	171	7	28
PROKKA_50768	103	177	26	36
PROKKA_50769	12	27	2	1
PROKKA_50770	6	16	3	6
PROKKA_50771	83	99	12	11
PROKKA_50772	1189	2277	343	285
PROKKA_50773	280	544	15	38
PROKKA_50774	1796	3110	224	205
PROKKA_50775	227	385	6	39
PROKKA_50776	259	439	8	22
PROKKA_50777	421	673	12	19
PROKKA_50778	513	1002	49	60
PROKKA_50779	141	255	5	19
PROKKA_50780	39	42	1	1
PROKKA_50781	342	497	47	145
PROKKA_50782	426	783	101	97
PROKKA_50783	115	173	34	83
PROKKA_50784	131	247	39	82
PROKKA_50785	255	427	86	153
PROKKA_50786	49	77	7	15
PROKKA_50787	151	183	15	30
PROKKA_50788	229	446	62	89
PROKKA_50789	70	138	38	45
PROKKA_50791	62	105	35	91
PROKKA_50792	13	24	11	22
PROKKA_50793	143	258	149	201
PROKKA_50794	36	57	5	6
PROKKA_50795	58	91	19	39
PROKKA_50796	65	141	24	46
PROKKA_50797	31	55	10	19
PROKKA_50798	102	161	14	40
