scaffold1,scaffold2,connections
39521,85103,2
12004,93133,3
21511,90815,5
30298,60032,8
4345,45655,9
18387,551,9
111522,7852,7
47886,654,10
54271,5950,2
1335,252,20
12450,38135,2
129671,22107,2
416,9540,68
11421,1242,7
2135,4284,2
20149,23741,2
72218,97257,3
12698,93134,4
73,80844,17
1715,57667,31
108023,36344,2
36283,39736,2
104075,42725,3
100845,20046,2
116414,1329,6
35753,68690,10
16007,84894,2
15600,83495,2
27,99,24
104539,16210,2
23960,8714,2
4754,92025,6
129457,48705,2
49074,66330,5
220,2420,10
2555,26571,2
1874,76648,2
66116,8327,2
65646,70522,2
20754,7600,2
40737,7091,2
19652,97629,3
29637,73467,2
114502,41685,3
4874,5819,7
11216,13919,5
1290,83067,6
129671,86832,9
127993,81718,3
34059,51889,2
45007,7389,2
16686,5928,25
129917,49111,4
1074,3799,3
104075,6026,6
15414,15723,7
16388,1684,5
1435,316,7
18014,34451,2
217,406,6
14075,28635,5
5890,7648,11
10009,113519,7
15582,35862,2
15850,284,4
19342,908,115
1724,2647,2
60966,65454,2
1219,803,25
1240,1300,2
39520,7821,17
32259,67046,7
4158,42725,3
131155,77033,9
36,43867,44
126773,2632,2
15319,6347,176
13970,35581,3
131789,46427,3
10905,67629,2
12903,61201,2
3151,622,17
110837,19699,7
108,1219,13
1920,522,16
2659,4641,8
18387,624,5
3480,56545,24
133779,19405,2
87949,88508,2
114502,125122,2
14551,25675,2
33614,42725,2
574,99472,2
28530,36216,15
606,82444,19
27877,32149,6
111194,8714,2
22465,9006,2
11914,3046,2
111849,4677,2
10656,32988,23
3481,522,2
17051,97373,4
4800,85292,2
2986,5606,2
1754,937,2
35269,44818,4
105571,15850,8
29680,5687,24
32988,578,68
21511,4818,11
357,52709,36
6,86964,36
10500,53591,2
52709,979,10
1457,36061,2
15193,15214,4
134702,30752,2
27590,43997,9
19342,492,102
105258,16506,5
1129,99472,13
3578,9047,22
126773,6206,2
5853,72863,2
40160,683,2
10483,6220,3
13410,1348,2
56781,71204,2
18868,8720,2
71873,9135,3
31659,77713,15
26974,4923,2
15490,1922,8
2105,3208,5
18611,94113,3
56062,78675,2
540,540,13
130929,31109,3
19668,29818,3
31473,98943,2
111195,31907,2
1278,3074,2
12159,76299,2
121981,63864,2
1560,62147,11
1046,26114,3
50785,88071,5
2051,2694,5
239,80844,33
103608,24132,4
1525,95069,2
1950,3273,2
104075,470,4
133106,74828,20
22795,31473,12
128811,18987,16
111703,69765,2
16919,74340,2
1122,14493,2
6839,9451,10
35575,793,12
237,45,19
109675,5842,3
10016,7889,2
16431,2954,2
30316,793,17
21468,572,13
5992,75075,19
40957,55671,2
24446,33092,4
104075,78769,7
104075,37032,7
3139,7280,2
1652,32848,3
1418,244,2
53601,90232,2
40055,6456,3
124,180,2
2418,25435,2
43328,97895,11
51695,6120,3
1600,2877,2
32988,99,2
112318,127980,2
27785,29936,132
53600,90611,3
33,71626,11
2063,33889,2
20251,63382,77
18063,59981,4
11776,37923,9
39665,96864,4
17,71626,59
21891,97645,3
112143,26502,3
18317,20820,2
6452,91042,9
2762,6360,4
104381,34382,11
123147,42028,3
2992,5735,3
20071,21033,2
1283,554,5
22062,7972,2
93134,94097,5
35842,60229,3
244,334,2
101125,78,38
1002,19342,119
1236,860,2
1202,9103,2
258,263,11
15850,717,8
146,370,19
19530,71127,3
1429,823,2
36274,52876,2
10608,991,4
1523,45,7
28494,99328,7
1851,65990,5
100601,21733,2
1155,5494,2
11719,39176,2
158,64996,4
386,69676,141
115027,86170,4
33666,64925,2
31553,37662,2
24392,73456,2
26402,42734,12
3418,7122,2
100160,11786,4
17267,8093,7
19669,5464,2
1256,4719,2
10257,6825,2
3436,3888,3
1673,606,11
12369,78569,3
65564,75584,5
100865,21383,2
1295,72372,2
11456,70760,2
3020,8804,9
131157,7085,3
14838,74169,3
13852,16005,8
10802,4253,2
35272,5728,2
100035,33897,2
31604,86170,19
4905,93858,3
135352,68841,92
3369,7247,2
2488,8471,4
12732,74180,3
26309,49523,9
22560,3028,3
115752,63099,4
4685,57136,17
39496,74170,2
15872,7258,2
37530,76648,3
130112,46471,2
35900,4373,4
11654,32053,2
11766,9153,4
122163,547,10
34446,38031,2
2444,66,4
18733,98690,2
143,77711,3
57724,6975,14
62210,99636,16
11342,30140,2
69909,83497,2
3115,96864,5
10326,2481,2
43868,93748,3
1614,634,2
1032,85836,3
101127,36639,3
18492,56825,3
1219,146,20
119124,36578,36
638,66749,2
1359,30993,4
5265,9785,3
23903,8379,5
74734,9020,2
11890,17079,3
130314,81715,7
12968,9932,5
53527,8376,3
10880,8081,2
11840,65564,2
39624,99774,2
2076,873,2
31839,3797,2
10264,34447,3
16319,87636,21
15723,67975,45
31946,38051,11
492,72210,101
116414,861,14
6806,72212,4
24355,92766,3
100,99472,29
69753,8140,3
3290,695,7
49528,66126,3
145,19342,154
10481,119849,29
10413,74987,12
24132,88624,2
1318,53425,2
18207,81990,2
30829,71374,3
12390,13441,2
116778,76649,6
41901,8587,3
3457,4716,4
2945,98943,2
15813,9484,6
103457,43210,6
1649,65990,2
116416,12341,2
37869,3933,2
118427,2091,6
62641,67975,2
2488,98687,15
18447,40444,3
28530,7457,2
11871,65825,2
12717,8244,2
2516,841,2
165,67843,4
1561,6931,3
4062,7044,2
38163,87198,2
2019,626,128
219,674,2
63516,6647,12
33835,6374,3
4657,83896,4
1333,2955,3
11851,4239,6
3765,9871,2
38336,91411,2
62898,71204,2
15418,35576,2
117324,409,4
1992,5808,2
10548,3112,2
131788,9983,3
10584,7783,2
17305,55997,7
54312,95075,8
69909,894,10
76650,97895,11
2016,7189,2
22402,83274,7
11902,29122,2
11780,88626,2
11119,2162,2
58132,69192,2
6039,6039,3
31858,65369,5
76942,99636,9
5705,99216,2
103158,492,2
20797,2375,18
110474,288,4
38830,73866,6
4167,64610,2
19305,25122,4
17340,25059,2
2987,4992,3
748,82444,65
10100,65759,6
5942,64310,5
3121,37661,19
438,73704,5
125122,74170,4
64997,99224,2
10808,83075,3
239,25,6
11745,65999,2
12105,84541,12
50681,9395,30
121,94691,77
19342,89,2
46472,498,2
9517,99763,4
106817,13548,2
17688,22672,2
121786,37662,14
11757,61332,3
117324,300,9
111861,48941,3
30243,50671,6
84780,97633,3
38269,59555,5
44976,45004,4
157,221,2
25288,8232,2
38957,58734,2
464,70767,3
4590,869,2
19195,5290,5
23702,9569,8
25967,4625,2
55518,68173,3
2100,742,8
111189,15177,2
249,902,3
12159,21150,2
104075,64550,8
17139,47377,3
59981,64012,2
10351,25729,2
42856,4433,7
46921,59204,2
102572,66833,2
26658,31946,4
2702,42367,3
18972,69005,3
32017,5786,3
53322,53961,2
2917,4903,2
21511,3514,4
2710,5523,13
20382,36926,2
3576,98808,5
22913,32281,2
51499,93135,2
104075,600,7
6695,6946,3
23565,33667,2
75498,94939,6
18654,4121,2
16297,22084,3
6226,64801,2
199,931,2
39705,46080,2
108,146,2
133347,9921,2
15719,91914,2
1517,80844,19
1978,7689,17
43407,54270,3
190,1944,9
114502,88868,2
32281,79733,2
106366,38001,4
205,248,33
131356,276,26
1101,62436,7
106201,16725,3
63,94692,26
110474,2269,6
40166,60885,28
11563,39520,18
77711,9920,3
11982,7714,3
45067,8990,6
33779,77816,2
2645,4106,4
123552,27469,2
66057,87528,8
50671,9544,2
95,9540,5
11704,7004,11
6408,9458,2
22177,6597,3
82771,99884,8
11195,26378,2
78,88303,133
131,88303,103
12608,264,5
42659,84780,3
4525,46270,2
10135,121405,4
102412,110,21
11230,47303,4
19602,2069,2
14258,97765,2
114,1684,2
128813,80086,11
14762,16471,2
2836,77033,2
1368,1753,21
1504,7536,12
107733,36184,2
69759,73455,3
14487,90603,5
2409,95939,47
32585,3779,2
19508,74021,10
128184,44881,2
11633,4143,2
12,59729,2
31554,36622,9
55516,72845,2
34918,5900,7
1473,25224,12
165,6017,6
3333,54313,3
65,71,21
116415,68756,5
19602,725,11
21627,26244,3
21552,54270,19
13479,24160,2
2364,82444,8
13130,81352,2
632,74828,17
3007,6098,2
24292,27424,2
23656,70071,2
33889,482,2
11193,5619,2
1034,5468,5
3725,6043,4
1201,1642,3
17311,49749,6
4231,85399,8
18387,215,10
21643,5562,2
58795,7474,5
32604,71873,4
108323,3216,6
11524,6309,2
23889,35914,2
4623,7474,20
13070,134714,9
128396,65646,5
1127,99216,12
13629,13629,7
15573,23956,16
13862,30390,2
25538,28528,18
13495,77917,6
129450,39763,2
16297,17547,2
63665,65564,26
64997,89781,3
133344,18959,14
12511,7414,2
116427,28528,2
10286,4434,2
53222,88624,2
37726,5529,2
35,393,2
14841,15850,3
1201,7689,130
126351,33193,2
52709,574,2
2699,433,11
1431,492,2
1580,94816,24
29028,73277,4
287,681,2
1553,61267,8
16780,84780,6
12973,93516,2
12064,96588,8
1361,14,2
55053,9025,5
13519,67975,18
32585,78205,2
19662,42725,2
2137,7815,3
12207,97897,3
17311,35336,4
49225,70385,7
839,8892,2
111996,11382,5
361,47507,107
3716,5320,2
12031,6421,2
1111,2575,2
108160,781,8
111996,28141,2
127159,19405,6
4454,5608,4
20534,84543,2
24132,95807,11
3551,7282,2
115393,835,9
56545,66817,73
10099,134903,19
49913,54700,2
339,94096,22
12950,86276,11
1593,3768,3
1729,9206,6
572,86170,3
21331,23206,2
14394,29818,3
129910,30582,3
25835,3779,2
6229,79338,6
1064,435,2
2028,22351,4
80265,9459,5
15680,4322,2
37923,7837,4
183,45,109
1368,2619,7
36387,82276,3
10348,33889,8
1052,52447,2
15750,70981,2
48753,58231,2
12200,44696,3
4216,72465,2
18562,3322,3
14391,25173,2
49074,64431,3
23629,59145,2
149,725,4
102266,87320,2
13449,15042,5
38336,40160,26
1040,239,16
126773,35410,2
28941,9159,3
1369,361,163
30154,6042,2
114502,64373,7
1057,11255,4
1369,15573,15
4130,97503,2
11547,6752,2
31657,64808,4
90232,9942,2
16230,72130,2
25122,7981,5
29070,33782,3
12450,37322,5
133108,9905,5
16676,2054,2
1765,8260,6
100988,3454,5
103313,48894,4
2761,74646,6
52398,5629,5
11176,128384,4
130314,98525,2
247,8778,9
19916,32016,2
3369,86967,5
129450,30653,4
26631,96884,2
2065,22094,8
59448,73704,9
126781,76650,3
26939,745,2
16987,30621,2
12534,22402,2
100442,4879,2
113344,60033,2
115027,26,13
10718,69676,131
52876,90232,4
33285,53591,4
46519,56545,35
28740,997,2
22573,35512,2
4699,5336,2
50135,97373,4
21958,76650,2
129,99209,5
40981,94562,6
100989,8765,4
60705,72312,2
26675,41123,3
261,310,127
5287,99473,2
54700,67404,13
130,15850,2
202,826,2
25819,28455,3
422,423,2
1849,1884,2
127366,4303,2
26440,3306,12
115752,37923,12
108026,75584,3
4782,72935,17
4043,9473,3
101125,155,144
3903,68536,2
36182,860,3
59611,61196,15
131155,2181,3
62638,88188,6
59729,6,9
13413,36036,4
111996,116777,4
12262,14707,2
21511,3644,4
18,98942,54
133106,632,10
12189,90372,2
24671,4668,2
43900,658,35
52494,7123,71
12577,56388,4
2063,83894,7
114,18387,8
53962,87636,4
19685,29919,3
37417,5400,2
52869,53222,2
130918,90254,35
119,91,4
23224,39664,2
4761,50482,2
17266,2135,8
130932,30116,8
30810,3689,8
21846,57324,2
103029,9809,6
111692,375,3
16143,48700,2
2173,457,7
22084,40095,6
124541,2,4
74396,773,2
21716,2228,7
11786,2676,5
117697,97895,3
2206,96588,9
2013,856,4
28937,36881,2
100297,15392,7
3474,391,8
209,98942,20
4101,42969,10
3483,3870,4
49994,61744,16
10281,39991,2
17173,33280,9
43641,96722,2
1535,21811,2
23047,64371,2
27100,6598,3
118054,340,11
74253,9879,6
66335,67975,4
2425,36897,5
83,89431,6
112,223,2
28637,76740,2
111997,32281,11
47465,60831,3
15191,22129,2
23171,42188,7
1016,320,2
294,80844,15
1002,45207,131
49111,61328,3
24929,8885,28
1552,7749,4
6843,73944,3
29329,584,2
17086,6032,2
118425,33406,3
19305,74828,21
578,66056,12
39290,49913,4
16103,8128,2
27100,4158,2
14542,34211,2
43403,48534,8
131154,2944,13
114680,55410,2
2065,39290,10
3430,72372,2
194,67193,4
26275,73193,6
17795,62709,3
101533,93247,2
24860,26972,2
34591,9781,2
22683,70980,4
56232,72464,3
10188,13539,2
10216,71124,6
372,509,2
759,89431,3
34831,45120,2
59981,68060,2
119489,24562,7
10509,16954,6
1431,310,105
146,225,15
72465,8727,12
13436,7653,2
34382,55065,2
107575,51138,5
21891,49383,6
3950,5530,5
131356,3694,6
41014,70852,2
120625,30865,9
13856,21104,2
11346,17635,2
1021,40160,4
1205,25155,2
31473,32149,7
3121,5523,6
11123,16186,2
26141,39798,2
132001,9689,6
33720,55158,3
77623,838,2
68053,7998,5
1726,493,6
4922,92513,3
21984,35992,2
9411,9525,3
106365,74734,9
2780,626,11
1726,515,4
35579,63866,6
132642,134483,7
19009,5160,11
2661,95069,5
10675,31054,16
107588,8068,5
128811,87638,17
113985,5304,5
11577,1764,15
134903,7751,8
27676,33113,2
20497,8492,2
23687,8627,4
16467,77711,9
123568,30327,6
5969,84887,3
45,591,13
36216,67975,3
10676,95585,3
36703,41984,2
35816,77810,4
3383,8778,3
10123,44067,2
190,99472,7
119673,1224,9
1380,5805,3
69341,99768,5
1964,20690,3
17579,88071,8
6334,94693,9
119123,141,2
102265,31763,7
34451,87863,2
116971,62901,2
65564,84204,20
259,464,8
33990,8758,2
109836,14639,16
41036,92512,31
11411,30383,3
360,391,2
407,47507,103
689,88187,25
49111,66818,13
82444,971,4
131356,8802,2
111996,1773,3
305,5023,2
10836,81547,2
113519,71131,3
261,29587,139
7945,8640,2
1438,9459,9
102567,40091,15
28873,94224,66
110010,5537,8
11647,16884,22
12893,20251,4
15110,1762,2
24065,63101,3
655,86965,3
26555,6421,2
16051,42594,2
2271,55717,3
171,94816,12
48590,54237,3
18447,31161,4
106200,17116,7
15897,8270,13
23553,7090,5
43567,670,15
1694,894,2
10010,41036,8
466,74396,5
114673,9125,7
125116,2354,10
63264,6804,2
19095,79444,2
56232,98536,2
2813,46026,6
130112,50671,5
102412,433,10
120417,64081,2
33405,55156,2
104075,10872,8
38336,54167,10
104539,3305,19
1982,256,2
6477,8181,6
104075,5269,8
108326,12037,5
20066,3078,3
116778,91275,9
115033,41581,4
1042,2173,2
13241,6336,2
18690,32954,8
2097,95069,4
22,74571,11
14259,50139,3
117,24205,10
53427,68536,3
20363,92767,2
10556,46026,5
34059,49749,2
4921,7,10
119673,3080,9
7751,82,4
67135,8881,2
11939,23315,2
10714,15673,3
13597,14031,4
2269,2895,8
29608,77213,2
5308,60885,29
1068,437,17
12414,28873,9
118761,1222,9
47377,7710,2
29818,55941,2
115752,452,2
25069,58733,3
100994,13656,2
41785,9888,4
11348,90356,2
23020,2413,5
53222,82354,2
47166,5867,4
2860,807,2
1819,5689,3
20467,86831,17
17579,50785,3
24530,8446,2
101262,7203,8
2762,609,2
128597,76122,4
11699,31763,2
3090,6192,2
5928,6657,15
4333,89781,4
18925,8943,2
20715,60832,2
3421,5702,14
26787,79820,4
15008,2682,3
101389,131154,24
21023,2432,2
1118,15573,5
1002,984,4
102566,263,16
34430,8008,2
1205,181,7
121412,5411,2
18,3840,8
1629,8117,12
11786,4992,4
27786,81541,17
15953,16977,3
103778,24308,2
1907,2282,2
104076,51499,2
21953,57314,7
5476,65915,3
39210,67618,2
57028,95808,4
100444,101960,3
89,99209,93
21468,87,13
17722,94695,2
258,31382,17
19893,96191,3
176,69676,103
100297,339,2
1639,46026,7
5867,7837,4
10330,47800,4
2775,81236,16
215,62506,10
30671,62436,4
1257,418,3
17935,742,12
67620,7234,2
35816,7419,23
5897,98943,16
157,876,2
1466,63250,3
16760,5344,2
26114,53425,3
28478,5265,2
114681,67975,2
1042,1277,2
203,67193,3
67975,9530,2
18852,918,2
11480,48235,2
11982,1359,11
108939,77712,2
107571,13617,2
134903,77447,2
164,170,2
27297,78202,5
35816,80845,2
15850,820,8
10504,23769,2
21891,72133,2
110,164,4
45073,58734,3
15002,6139,2
30476,94224,12
21521,4258,2
20989,52235,2
55838,903,3
716,88186,6
16059,87951,2
117,1782,5
76120,97252,2
122932,47939,4
69676,823,134
112143,97645,2
1137,8391,4
20656,3422,4
407,69909,2
118425,4100,2
3611,9200,2
2524,57435,3
15212,53527,9
119693,63037,11
1205,12159,6
1119,1219,34
63516,75075,12
50395,6778,3
4506,8625,3
111364,29770,2
20761,20761,2
17320,68689,6
27553,71049,3
20820,68766,3
39205,8677,2
120243,129668,7
18722,51461,3
23171,9128,3
1317,2216,3
115029,16328,2
12191,46427,2
49111,71457,2
10455,5812,4
15078,19616,2
63039,97503,2
116414,1680,23
1655,4498,2
762,762,27
100710,60399,2
15019,7255,3
1278,69909,121
118425,9449,43
12881,4091,2
13107,22641,2
35608,50671,2
1002,69909,19
14601,1590,3
111999,12079,4
17377,1954,13
131154,76649,8
58522,8385,3
1629,56285,5
18774,34612,4
72130,84894,6
10567,18864,3
5508,8303,3
5602,845,2
12191,70468,7
110165,1283,6
31057,57198,2
127980,79065,4
3536,78484,2
38957,99884,4
21067,39093,2
19668,52588,4
496,68050,3
13958,32301,3
7783,78482,11
33835,770,4
29148,4572,2
106028,13311,3
100988,3169,4
19710,8287,3
4273,57724,12
10308,7786,3
29936,38,156
1939,2731,2
60399,92519,2
309,401,3
34950,44309,2
15676,86974,2
509,54166,131
10816,15722,4
3041,8470,18
31884,68692,3
10123,5492,3
11656,24543,2
31946,7659,7
31134,98541,2
717,8132,9
126363,4229,2
28985,83808,3
20015,7773,4
13311,4605,2
16005,2658,2
337,53795,21
17636,3040,2
83,83273,5
2529,5824,13
5229,5310,2
3069,51324,2
14578,19565,14
498,82444,10
1171,9785,7
11527,76107,2
440,591,2
15789,24175,2
45802,74396,10
1285,367,3
10080,7177,6
118588,41519,2
33,66395,20
64497,9335,2
27366,7684,2
1219,4429,29
27736,57032,2
113985,63445,3
19548,54270,8
116,60333,4
105882,26274,6
8764,92402,7
28318,64801,6
12545,55296,2
111850,78679,3
226,746,6
12596,17530,2
12596,36886,4
20251,3543,4
101004,119693,8
36790,47065,2
108326,114329,3
35412,40716,2
4880,9527,2
1240,8471,9
33516,86739,2
54644,73551,3
4566,6685,3
16991,82780,2
348,4417,2
4247,45517,2
15782,705,3
30750,92402,18
48744,7870,5
27536,35579,5
102412,164,35
105117,7958,9
28455,67988,2
15864,68692,4
18445,2274,2
287,618,4
40203,76648,10
344,554,2
49383,9942,4
5986,6098,2
17307,1917,7
4279,821,3
5269,68690,5
44621,74987,22
33755,9672,4
37730,56244,2
13349,4824,4
1301,1871,2
2581,69676,95
35357,61616,5
13574,65759,5
33303,46674,25
16032,31946,11
101960,37232,4
39763,40387,2
49739,62436,7
2699,663,2
11325,66672,2
22167,29768,2
1118,3848,9
34591,40387,7
1944,25505,7
15114,2087,7
44699,69836,2
30692,45109,10
1377,2573,2
31925,46267,6
12895,8628,3
102412,608,13
51012,70760,6
18540,33305,2
12146,3666,11
1610,6730,2
217,444,8
60284,854,8
528,72211,5
38002,9265,2
13441,21995,16
103313,16907,2
11839,87,27
25069,6457,2
104082,19229,2
28530,9955,18
124555,63037,4
2762,8807,2
17918,9426,2
115400,68321,3
88303,911,108
58733,9860,2
107730,88187,4
2868,73704,4
6403,95587,2
70522,81634,2
33183,55363,2
2476,31013,3
372,69676,81
25871,975,8
2601,64249,8
1713,48943,2
46519,95939,36
60468,7858,9
23800,3919,2
435,51695,7
1986,35116,4
13429,50534,2
14058,17116,9
18343,71374,2
110477,1553,3
110669,14897,2
2673,27607,2
111845,69432,3
100711,129902,2
6413,83067,14
15574,9473,7
102266,117704,2
1368,32954,19
27591,43997,4
2615,5239,2
2097,45067,7
4371,49611,3
2645,3511,4
15573,72,6
278,53425,5
14573,53965,2
1517,86964,39
1146,25472,2
110474,5304,6
11673,25976,3
24133,51695,30
11456,1369,8
24205,60333,13
114502,93503,5
5732,73553,2
4106,5239,2
24476,4307,2
28444,38052,2
1794,3642,2
15557,67843,3
35816,58340,2
52080,564,9
145,99209,95
80755,86276,3
15858,50590,2
118056,51499,2
7306,99884,2
17708,7056,3
10157,129215,7
19095,72942,3
7633,96866,6
1079,20665,5
325,409,6
11861,60885,12
19795,97373,3
5340,61327,7
16120,21095,2
10157,49189,14
6763,72131,2
77711,98687,2
41292,5145,13
23716,25902,5
53590,64133,3
1373,5436,11
5454,9963,3
39627,94445,5
18041,36813,6
2045,5751,2
57198,6654,4
30470,5495,5
5806,76835,8
554,557,7
29451,71053,2
3689,87863,4
3444,41007,24
25581,73465,2
183,440,4
24136,64440,3
35244,69005,2
103,10656,2
104075,1695,4
2864,77448,4
38830,78215,2
20948,97907,2
72559,9811,2
13025,99768,4
10185,8063,2
10074,17060,5
15573,894,5
1402,72935,21
10285,114507,2
224,86964,25
312,373,2
35338,45317,4
14485,60333,11
22925,41842,2
13139,7012,2
18662,7375,5
14947,20725,2
35383,48308,4
3275,3606,8
69266,86831,13
1219,309,45
119124,58340,5
5842,75418,3
448,667,9
26660,47513,5
25359,65228,7
13592,95586,2
39521,4333,2
1118,45654,10
5867,67975,5
19581,39980,3
51,72935,34
45391,628,142
26939,2931,13
26275,443,4
18349,81908,3
331,37530,8
4150,74482,2
3553,67690,2
3255,73944,10
107434,2221,4
35185,53694,2
16328,24539,2
102257,15722,5
11146,111996,3
2394,667,6
2748,37358,4
101684,48623,25
26,426,5
10521,2478,11
18317,41981,4
135,72692,6
1376,74646,12
3551,77448,2
104075,35180,5
20134,7089,5
21000,5982,2
85397,99211,2
109675,66,2
10610,7450,3
127980,7187,2
13612,17530,6
71213,83286,2
11087,13995,2
10353,38051,4
113515,13321,2
100161,37477,2
107434,31057,4
101389,534,14
24433,60284,2
416,69676,88
14058,17701,2
131163,93133,8
4923,66980,6
113985,17055,3
15877,47064,2
10157,2025,6
27297,41519,3
3421,72553,7
41984,88198,7
26581,87876,2
1616,87762,5
26793,53855,2
74169,85291,13
15850,394,5
27718,35180,14
12065,43089,2
30167,75080,3
20251,24033,15
32241,3618,2
109677,27333,2
1098,15850,2
25390,35577,5
21547,5360,7
16487,29879,2
6829,7530,2
203,46,85
9023,971,5
18336,38650,3
58734,99884,3
116249,8043,2
416,984,2
19342,261,25
26581,7246,2
124936,3497,2
100710,68927,4
17311,67044,4
114162,7090,2
113001,97898,2
26570,4000,2
68927,74106,2
3406,6766,8
38707,56925,2
15,490,2
56549,7204,5
14977,31604,2
34553,36274,2
19602,861,11
2592,59844,4
33863,73708,2
104075,12106,7
2734,29604,2
25326,3553,7
23239,33661,2
133799,49833,3
10283,36521,5
15414,5867,4
15573,62555,10
5744,81236,2
2798,68689,4
119489,178,6
24134,26658,2
2651,88628,2
8852,9192,2
131154,57724,243
54957,90,18
2651,35180,2
123747,39290,3
1283,82769,8
13398,62709,24
7465,79733,2
22437,9266,5
19691,2926,5
3848,99209,41
105121,118588,9
111997,68119,7
66244,7001,2
17377,7752,4
41643,51743,2
1607,76648,7
56825,73946,2
102725,1499,3
26259,78769,2
100989,2447,7
31311,8256,2
28912,6360,3
7132,8260,3
103,389,9
1906,37322,2
44809,6501,2
21058,33735,2
2950,96588,10
16808,27424,3
32908,9031,2
507,788,2
4468,7121,2
15860,45317,7
12620,6444,2
104842,20251,77
10199,1384,2
1459,35900,3
129898,20017,3
36057,43403,4
12613,2793,2
18683,5906,3
110022,54270,8
30640,986,2
115571,32285,3
32466,45120,4
17198,1961,4
64925,89789,5
5179,77113,3
10223,112312,5
21152,79446,9
121211,47891,2
155,265,69
4027,61385,2
1675,6483,2
127160,60224,27
12875,35816,2
3347,95942,5
26402,83901,3
23103,45077,2
27536,95819,4
12934,24408,3
40160,54167,4
131991,274,37
10786,6488,3
116414,6597,19
12159,748,2
46880,60163,6
2708,58799,2
1092,674,3
11594,35901,2
1624,3972,2
1745,20867,2
19662,60284,3
186,96588,11
22673,63517,5
125753,2750,2
104075,123752,5
18492,7077,8
5228,817,2
22487,4333,2
367,74396,8
1,532,2
10435,484,128
1278,180,55
103609,17362,5
111687,5314,4
10154,8165,2
15430,85405,2
21003,2680,2
3198,41908,7
10250,2014,2
112318,12875,2
48469,52876,2
36273,38582,8
17416,9724,6
10514,8694,6
13554,26,16
22047,52874,2
2786,7264,9
13007,6943,2
19826,27229,2
447,496,2
10635,12344,5
1543,46026,4
104539,291,51
28125,30471,2
117324,4149,2
19,74481,56
25351,63600,2
15,434,6
60399,66396,7
50575,85088,2
49611,7690,2
13396,16043,2
126781,78206,4
10634,3060,2
10656,26,9
27303,90609,3
77122,77917,2
126140,84890,2
20395,36558,2
347,67043,44
69520,90600,2
14532,28982,2
67044,89197,2
54959,58734,2
142,3812,5
10675,259,5
31992,9527,2
10416,15428,4
103029,38399,3
121208,83596,3
27542,29827,2
66975,705,3
29564,5184,8
25743,58676,2
61557,75770,2
1570,74646,2
2497,3647,2
19547,2834,3
38627,55773,7
27932,5512,7
11642,3541,4
130919,18924,2
39372,8450,2
6997,83274,9
1108,9134,2
32396,6924,10
31477,5992,2
13588,24043,2
639,7,3
39521,67482,6
104075,997,10
30476,86055,7
104075,106364,9
5529,9569,8
10435,53692,559
17809,96451,6
22,97,4
106202,16725,2
3752,6736,3
13881,39893,2
102,56545,23
29680,60885,55
23789,6828,2
1171,4145,18
2637,3927,2
110024,13205,2
14959,26997,2
6202,7499,8
447,53425,3
26771,9869,3
1045,88748,58
121581,46426,5
27213,64997,2
378,82769,8
31382,62506,24
429,67769,6
17082,51636,2
121,407,7
39521,49383,3
5436,694,7
17498,8281,2
73704,890,7
100,74396,9
68536,817,6
1607,8885,12
34831,35336,2
130918,18602,4
20068,20068,2
16066,8342,4
29097,9689,3
255,5249,9
2321,2683,2
3121,7773,4
14948,65989,4
14185,30891,2
16780,42659,3
37357,38710,4
15813,77812,2
135116,79162,2
14607,4702,2
112835,34579,3
35705,98942,4
1104,121405,2
114502,43271,4
24155,3719,3
1387,3016,2
118942,133779,9
11863,81236,4
141,41,15
2024,2900,3
16052,8054,2
13554,578,38
10829,854,18
38931,68464,2
2107,8354,7
22913,34977,2
36578,98683,2
20693,7948,5
1002,95,11
17225,8342,10
14417,28530,2
126985,32169,7
14048,69910,7
62906,65147,4
3150,69676,218
70214,8590,2
14609,1540,2
1002,9540,31
2633,6372,2
36216,9955,2
39205,71298,8
112,711,4
11603,25733,2
100160,1501,2
16319,30383,22
522,541,13
1859,1985,161
30671,82445,8
3081,79820,11
19058,79733,4
94563,95088,5
111845,6802,2
16938,16938,159
124543,21760,3
57136,69585,4
4033,66534,6
1773,4819,5
1453,4045,17
105258,131156,9
110,149,5
25968,92767,2
20046,7888,10
108161,1601,4
148,16,2
24674,2476,3
1219,15366,13
1046,6505,20
30383,8245,25
1135,60333,29
28530,62641,2
28818,94224,4
24143,7505,4
37113,38781,2
11832,48144,5
32281,80845,4
124,69909,17
133576,58340,6
19342,45280,132
19166,64673,3
484,53692,155
14269,76947,2
22544,90,12
108024,135576,3
18416,29123,4
101393,32585,2
8329,8764,3
801,801,5
11771,8276,2
102108,93142,11
129,9540,9
103311,2116,5
30058,34089,2
39521,56781,28
282,87777,4
39183,8246,2
130314,46269,2
4333,62898,8
10055,99216,2
63099,95591,2
17091,85401,2
483,99209,5
23956,62555,5
131154,423,3
40620,8245,2
72858,8427,2
4,6269,9
492,99209,294
21124,8880,2
101004,124555,2
21868,52497,2
121583,9803,2
1673,7888,4
369,62506,6
42165,49749,5
104075,2173,15
38469,55773,6
133344,4975,9
15758,7971,2
2325,90484,2
104075,68690,5
64373,80845,4
34977,88868,2
121581,62436,7
3249,80002,6
18416,72779,3
104075,64191,3
40293,63257,2
10974,30800,2
52869,81057,3
36216,7457,2
14500,6051,4
37530,61744,5
123942,93247,10
76838,97917,2
